Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster
16980,255,3,1422.83,2,3,4,9,At Risk,0
16982,61,1,384.06,3,2,2,7,Other,0
16983,13,11,3490.53,5,5,5,15,Champions,1
16984,88,9,10350.53,3,5,5,13,Loyal Customers,1
16985,17,23,10923.16,5,5,5,15,Champions,1
16986,30,11,4888.75,4,5,5,14,Champions,1
16987,3,11,2521.4,5,5,4,14,Champions,1
16988,5,2,382.67,5,3,2,10,Other,0
16989,7,6,1133.25,5,4,3,12,Loyal Customers,1
16990,219,2,344.0,2,3,2,7,At Risk,0
16991,421,1,1041.21,1,2,3,6,Other,0
16992,11,13,5476.5,5,5,5,15,Champions,1
16993,464,2,1950.95,1,3,4,8,At Risk,0
16996,30,9,2123.61,4,5,4,13,Champions,1
16997,288,3,702.0,2,3,3,8,At Risk,0
16998,150,5,402.0,3,4,2,9,Loyal Customers,0
16999,23,2,484.82,4,3,2,9,Other,0
17000,396,2,406.3,2,3,2,7,At Risk,0
17001,1,19,6640.8,5,5,5,15,Champions,1
17002,86,7,2571.55,3,4,4,11,Loyal Customers,1
17003,402,4,828.21,2,4,3,9,At Risk,0
17004,46,4,2324.36,4,4,4,12,Champions,1
17005,471,2,622.36,1,3,3,7,At Risk,0
17006,5,8,1635.27,5,5,4,14,Champions,1
17007,51,7,1120.1000000000001,4,4,3,11,Loyal Customers,1
17008,429,1,81.36,1,2,1,4,Other,0
17009,551,1,242.06,1,2,1,4,Other,0
17010,18,1,195.36,5,2,1,8,New / Potential,0
17011,30,3,671.7,4,3,3,10,Other,0
17012,725,1,360.61,1,2,2,5,Other,0
17014,8,3,583.4300000000001,5,3,2,10,Other,1
17015,29,3,1838.61,4,3,4,11,High Value Customers,1
17016,577,1,552.4,1,2,2,5,Other,0
17017,3,29,12576.99,5,5,5,15,Champions,1
17018,41,6,2287.7,4,4,4,12,Champions,1
17019,11,11,3602.29,5,5,5,15,Champions,1
17020,542,2,935.62,1,3,3,7,At Risk,0
17021,442,6,1182.22,1,4,3,8,At Risk,0
17022,31,2,260.0,4,3,1,8,Other,0
17023,417,3,800.1800000000001,1,3,3,7,At Risk,0
17024,45,3,95.85,4,3,1,8,Other,0
17025,61,5,1349.67,3,4,4,11,Loyal Customers,1
17026,185,3,175.83,3,3,1,7,Other,0
17027,79,9,1310.63,3,5,4,12,Loyal Customers,1
17028,581,3,1593.83,1,3,4,8,At Risk,0
17029,111,7,2137.3,3,4,4,11,Loyal Customers,1
17030,64,1,146.87,3,2,1,6,Other,0
17031,12,6,2773.85,5,4,4,13,Champions,1
17032,548,8,2984.32,1,5,5,11,At Risk,1
17033,86,4,1332.79,3,4,4,11,Loyal Customers,0
17034,16,5,1276.42,5,4,4,13,Champions,1
17035,246,4,613.59,2,4,3,9,At Risk,0
17036,383,1,176.9,2,2,1,5,Other,0
17037,88,1,1267.32,3,2,4,9,High Value Customers,0
17038,30,2,743.17,4,3,3,10,Other,0
17039,604,1,1954.99,1,2,4,7,Other,0
17040,138,2,463.25,3,3,2,8,Other,0
17041,27,6,1655.2,4,4,4,12,Champions,1
17042,3,5,1036.58,5,4,3,12,Loyal Customers,1
17043,32,8,2593.65,4,5,4,13,Champions,1
17044,25,12,11962.300000000001,4,5,5,14,Champions,1
17045,113,5,827.6800000000001,3,4,3,10,Loyal Customers,0
17046,157,5,1906.07,3,4,4,11,Loyal Customers,1
17047,85,6,2289.23,3,4,4,11,Loyal Customers,1
17048,118,7,2071.68,3,4,4,11,Loyal Customers,1
17049,3,19,9942.53,5,5,5,15,Champions,1
17050,96,11,4648.59,3,5,5,13,Loyal Customers,1
17051,194,4,706.49,2,4,3,9,At Risk,0
17052,28,1,399.09,4,2,2,8,New / Potential,0
17053,131,1,498.48,3,2,2,7,Other,0
17054,28,5,1356.33,4,4,4,12,Champions,1
17055,446,1,232.85000000000002,1,2,1,4,Other,0
17056,738,1,128.60000000000002,1,2,1,4,Other,0
17057,596,1,294.74,1,2,2,5,Other,0
17058,82,3,1179.89,3,3,3,9,Other,0
17059,30,9,4864.57,4,5,5,14,Champions,1
17060,266,1,234.24,2,2,1,5,Other,0
17061,74,11,5232.2300000000005,3,5,5,13,Loyal Customers,1
17062,314,6,889.75,2,4,3,9,At Risk,0
17063,21,13,3638.53,4,5,5,14,Champions,1
17064,59,3,855.45,4,3,3,10,Other,0
17065,638,2,194.7,1,3,1,5,At Risk,0
17066,726,1,228.34,1,2,1,4,Other,0
17067,725,3,454.54,1,3,2,6,At Risk,0
17068,12,47,8987.68,5,5,5,15,Champions,1
17069,28,14,5517.2300000000005,4,5,5,14,Champions,1
17070,114,2,437.42,3,3,2,8,Other,0
17071,28,13,3793.71,4,5,5,14,Champions,1
17072,625,1,273.35,1,2,1,4,Other,0
17073,18,4,1446.09,5,4,4,13,Champions,1
17074,563,1,203.05,1,2,1,4,Other,0
17075,18,10,2236.63,5,5,4,14,Champions,1
17076,36,6,1242.75,4,4,4,12,Champions,1
17077,578,1,306.0,1,2,2,5,Other,0
17078,36,2,378.2,4,3,2,9,Other,0
17079,78,1,118.80000000000001,3,2,1,6,Other,0
17080,22,7,957.53,4,4,3,11,Loyal Customers,1
17081,25,6,949.39,4,4,3,11,Loyal Customers,1
17082,33,6,4732.03,4,4,5,13,Champions,1
17083,109,9,4049.79,3,5,5,13,Loyal Customers,1
17084,35,3,5001.21,4,3,5,12,High Value Customers,1
17085,123,28,7847.67,3,5,5,13,Loyal Customers,1
17086,7,6,2050.08,5,4,4,13,Champions,1
17087,738,1,221.53,1,2,1,4,Other,0
17088,28,4,1991.01,4,4,4,12,Champions,1
17089,386,1,128.45,2,2,1,5,Other,0
17090,4,13,3080.1800000000003,5,5,5,15,Champions,1
17091,3,19,7495.75,5,5,5,15,Champions,1
17092,50,11,5511.41,4,5,5,14,Champions,1
17093,593,1,235.88,1,2,1,4,Other,0
17094,322,2,402.20000000000005,2,3,2,7,At Risk,0
17095,23,7,2572.25,4,4,4,12,Champions,1
17096,15,11,3697.9300000000003,5,5,5,15,Champions,1
17097,2,9,1143.36,5,5,3,13,Loyal Customers,1
17098,382,3,591.07,2,3,2,7,At Risk,0
17099,533,1,582.17,1,2,2,5,Other,0
17100,18,2,971.74,5,3,3,11,Other,0
17101,10,7,2507.05,5,4,4,13,Champions,1
17102,262,1,25.5,2,2,1,5,Other,0
17103,722,1,424.3,1,2,2,5,Other,0
17104,424,1,474.03000000000003,1,2,2,5,Other,0
17105,159,2,665.78,3,3,3,9,Other,0
17106,389,1,481.58000000000004,2,2,2,6,Other,0
17107,33,10,16052.72,4,5,5,14,Champions,1
17108,664,1,174.95,1,2,1,4,Other,0
17109,29,8,1291.71,4,5,4,13,Champions,1
17110,165,3,499.9,3,3,2,8,Other,0
17111,47,2,459.58,4,3,2,9,Other,0
17112,503,1,197.57,1,2,1,4,Other,0
17113,574,6,2305.59,1,4,4,9,At Risk,0
17114,6,8,801.12,5,5,3,13,Loyal Customers,1
17115,8,7,2761.4900000000002,5,4,4,13,Champions,1
17116,648,1,389.78,1,2,2,5,Other,0
17117,288,1,116.2,2,2,1,5,Other,0
17118,318,1,157.02,2,2,1,5,Other,0
17119,3,2,606.91,5,3,2,10,Other,1
17120,233,1,307.46,2,2,2,6,Other,0
17121,403,1,314.74,2,2,2,6,Other,0
17122,119,4,570.5,3,4,2,9,Loyal Customers,0
17123,162,3,977.1700000000001,3,3,3,9,Other,0
17124,185,1,294.24,3,2,2,7,Other,0
17125,50,1,230.5,4,2,1,7,New / Potential,0
17126,152,9,2016.43,3,5,4,12,Loyal Customers,1
17127,429,5,1155.0300000000002,1,4,3,8,At Risk,0
17128,335,1,157.09,2,2,1,5,Other,0
17129,520,1,31.85,1,2,1,4,Other,0
17131,5,5,2463.17,5,4,4,13,Champions,1
17132,452,2,1220.91,1,3,4,8,At Risk,0
17133,16,12,14622.33,5,5,5,15,Champions,1
17134,107,3,625.3,3,3,3,9,Other,0
17135,16,10,1722.18,5,5,4,14,Champions,1
17136,662,1,231.68,1,2,1,4,Other,0
17137,416,6,1099.81,1,4,3,8,At Risk,0
17138,276,7,4417.27,2,4,5,11,At Risk,1
17139,16,25,19566.76,5,5,5,15,Champions,1
17140,247,1,454.12,2,2,2,6,Other,0
17141,418,4,727.58,1,4,3,8,At Risk,0
17142,239,4,1275.25,2,4,4,10,At Risk,0
17143,417,2,880.97,1,3,3,7,At Risk,0
17144,1,2,984.57,5,3,3,11,Other,1
17145,513,4,3120.91,1,4,5,10,At Risk,0
17146,106,13,5852.64,3,5,5,13,Loyal Customers,1
17147,23,9,3199.95,4,5,5,14,Champions,1
17148,52,1,124.88,4,2,1,7,New / Potential,0
17149,451,1,143.10000000000002,1,2,1,4,Other,0
17150,377,6,1357.95,2,4,4,10,At Risk,0
17151,735,1,231.90000000000003,1,2,1,4,Other,0
17152,195,4,2016.5,2,4,4,10,At Risk,0
17153,24,1,213.78,4,2,1,7,New / Potential,0
17154,75,1,329.34,3,2,2,7,Other,0
17155,18,7,892.46,5,4,3,12,Loyal Customers,1
17156,492,1,591.87,1,2,2,5,Other,0
17157,8,19,5151.900000000001,5,5,5,15,Champions,1
17158,32,5,1980.0,4,4,4,12,Champions,1
17159,22,5,2099.59,4,4,4,12,Champions,1
17160,31,17,10209.16,4,5,5,14,Champions,1
17161,444,1,856.01,1,2,3,6,Other,0
17162,29,10,1715.46,4,5,4,13,Champions,1
17163,22,4,699.78,4,4,3,11,Loyal Customers,1
17164,33,7,2467.35,4,4,4,12,Champions,1
17165,284,6,1794.32,2,4,4,10,At Risk,0
17166,39,2,206.34,4,3,1,8,Other,0
17167,380,3,867.11,2,3,3,8,At Risk,0
17168,499,1,400.2,1,2,2,5,Other,0
17169,58,3,1156.73,4,3,3,10,Other,0
17170,374,2,178.68,2,3,1,6,At Risk,0
17171,289,2,384.59000000000003,2,3,2,7,At Risk,0
17172,79,3,956.5699999999999,3,3,3,9,Other,0
17173,5,8,3766.6,5,5,5,15,Champions,1
17174,218,1,59.9,2,2,1,5,Other,0
17175,44,4,1443.69,4,4,4,12,Champions,1
17176,202,3,902.3199999999999,2,3,3,8,At Risk,0
17177,505,1,119.5,1,2,1,4,Other,0
17178,731,1,432.96000000000004,1,2,2,5,Other,0
17179,178,6,1507.26,3,4,4,11,Loyal Customers,0
17180,56,11,2236.77,4,5,4,13,Champions,1
17181,57,3,309.85,4,3,2,9,Other,0
17182,423,2,321.3,1,3,2,6,At Risk,0
17183,8,6,3347.31,5,4,5,14,Champions,1
17184,569,2,198.41000000000003,1,3,1,5,At Risk,0
17185,592,3,229.46,1,3,1,5,At Risk,0
17186,47,2,144.0,4,3,1,8,Other,0
17187,227,2,467.71,2,3,2,7,At Risk,0
17188,11,13,4592.93,5,5,5,15,Champions,1
17189,106,5,953.63,3,4,3,10,Loyal Customers,0
17190,59,7,1726.57,4,4,4,12,Champions,1
17191,28,15,4310.34,4,5,5,14,Champions,1
17192,536,1,75.28,1,2,1,4,Other,0
17193,36,9,2310.04,4,5,4,13,Champions,1
17194,274,3,812.5,2,3,3,8,At Risk,0
17195,655,1,562.98,1,2,2,5,Other,0
17196,428,1,327.75,1,2,2,5,Other,0
17197,30,1,1013.01,4,2,3,9,New / Potential,0
17198,24,3,692.22,4,3,3,10,Other,0
17199,582,1,135.04000000000002,1,2,1,4,Other,0
17200,387,4,356.71,2,4,2,8,At Risk,0
17201,54,4,1143.1,4,4,3,11,Loyal Customers,1
17202,421,1,160.65,1,2,1,4,Other,0
17203,36,10,5564.09,4,5,5,14,Champions,1
17204,175,9,5504.6900000000005,3,5,5,13,Loyal Customers,1
17205,54,3,999.35,4,3,3,10,Other,0
17206,53,1,204.24,4,2,1,7,New / Potential,0
17207,652,1,292.62,1,2,2,5,Other,0
17208,396,1,111.15,2,2,1,5,Other,0
17209,649,3,595.7,1,3,2,6,At Risk,0
17210,393,1,251.72,2,2,1,5,Other,0
17211,27,13,3773.35,4,5,5,14,Champions,1
17212,253,3,794.41,2,3,3,8,At Risk,0
17213,40,13,4869.400000000001,4,5,5,14,Champions,1
17214,60,6,1059.1200000000001,3,4,3,10,Loyal Customers,1
17215,464,1,186.15,1,2,1,4,Other,0
17216,554,1,63.6,1,2,1,4,Other,0
17217,234,2,210.1,2,3,1,6,At Risk,0
17218,4,18,3891.39,5,5,5,15,Champions,1
17219,32,2,259.13,4,3,1,8,Other,0
17220,24,21,4457.31,4,5,5,14,Champions,1
17221,7,5,976.62,5,4,3,12,Loyal Customers,1
17222,65,6,1579.51,3,4,4,11,Loyal Customers,1
17223,310,3,558.04,2,3,2,7,At Risk,0
17224,501,1,100.86000000000001,1,2,1,4,Other,0
17225,582,1,131.15,1,2,1,4,Other,0
17226,309,3,895.47,2,3,3,8,At Risk,0
17227,19,12,1878.93,5,5,4,14,Champions,1
17228,16,13,2820.03,5,5,4,14,Champions,1
17229,96,2,318.76,3,3,2,8,Other,0
17230,264,18,9388.49,2,5,5,12,At Risk,1
17231,12,25,7064.8,5,5,5,15,Champions,1
17232,3,2,417.77,5,3,2,10,Other,1
17233,35,3,560.86,4,3,2,9,Other,0
17234,183,1,149.89,3,2,1,6,Other,0
17235,25,8,1562.98,4,5,4,13,Champions,1
17236,13,12,1929.26,5,5,4,14,Champions,1
17237,11,4,994.13,5,4,3,12,Loyal Customers,1
17238,3,32,7331.67,5,5,5,15,Champions,1
17239,313,4,1189.45,2,4,3,9,At Risk,0
17240,596,1,130.60000000000002,1,2,1,4,Other,0
17241,385,12,2736.64,2,5,4,11,At Risk,1
17242,108,5,2889.2799999999997,3,4,4,11,Loyal Customers,1
17243,1,69,20203.58,5,5,5,15,Champions,1
17244,53,5,1826.04,4,4,4,12,Champions,1
17245,205,2,371.63,2,3,2,7,At Risk,0
17246,547,2,38.92,1,3,1,5,At Risk,0
17247,15,1,280.09000000000003,5,2,1,8,New / Potential,0
17248,120,2,500.54,3,3,2,8,Other,0
17249,429,1,68.03,1,2,1,4,Other,0
17250,4,2,381.97,5,3,2,10,Other,0
17251,363,3,798.98,2,3,3,8,At Risk,0
17252,117,2,348.90999999999997,3,3,2,8,Other,0
17253,18,1,178.26,5,2,1,8,New / Potential,0
17254,5,3,469.48,5,3,2,10,Other,1
17255,41,4,781.7,4,4,3,11,Loyal Customers,0
17256,107,5,498.93,3,4,2,9,Loyal Customers,0
17257,436,2,189.78,1,3,1,5,At Risk,0
17258,397,2,417.3,2,3,2,7,At Risk,0
17259,148,6,1452.39,3,4,4,11,Loyal Customers,1
17260,411,1,120.95,1,2,1,4,Other,0
17261,510,1,221.59,1,2,1,4,Other,0
17262,52,11,2488.76,4,5,4,13,Champions,1
17263,208,1,63.440000000000005,2,2,1,5,Other,0
17264,424,1,268.28,1,2,1,4,Other,0
17265,139,2,550.01,3,3,2,8,Other,0
17266,2,5,501.72,5,4,2,11,Loyal Customers,1
17267,127,2,317.2,3,3,2,8,Other,0
17268,108,11,1733.8899999999999,3,5,4,12,Loyal Customers,1
17269,386,1,491.81,2,2,2,6,Other,0
17270,469,2,601.45,1,3,2,6,At Risk,0
17271,736,1,204.3,1,2,1,4,Other,0
17272,42,4,2148.63,4,4,4,12,Champions,1
17273,424,1,141.12,1,2,1,4,Other,0
17274,35,2,573.22,4,3,2,9,Other,0
17275,383,1,114.1,2,2,1,5,Other,0
17276,402,1,502.49,2,2,2,6,Other,0
17277,228,2,1065.3500000000001,2,3,3,8,At Risk,0
17278,241,2,271.24,2,3,1,6,At Risk,0
17279,58,1,187.82999999999998,4,2,1,7,New / Potential,0
17280,438,1,118.86,1,2,1,4,Other,0
17281,374,6,797.85,2,4,3,9,At Risk,0
17282,130,5,2308.54,3,4,4,11,Loyal Customers,1
17283,379,1,188.46,2,2,1,5,Other,0
17284,60,8,2788.06,3,5,4,12,Loyal Customers,1
17285,628,2,407.94,1,3,2,6,At Risk,0
17286,22,3,389.18,4,3,2,9,Other,0
17287,26,21,3826.86,4,5,5,14,Champions,1
17288,9,11,2468.43,5,5,4,14,Champions,1
17289,32,9,2041.8,4,5,4,13,Champions,1
17290,4,8,1487.96,5,5,4,14,Champions,1
17291,308,1,550.8000000000001,2,2,2,6,Other,0
17292,472,2,271.75,1,3,1,5,At Risk,0
17293,8,17,3750.63,5,5,5,15,Champions,1
17294,669,2,467.79,1,3,2,6,At Risk,0
17295,29,3,547.0,4,3,2,9,Other,0
17296,730,1,338.13,1,2,2,5,Other,0
17297,17,1,128.18,5,2,1,8,New / Potential,0
17298,101,5,954.26,3,4,3,10,Loyal Customers,0
17299,12,6,993.23,5,4,3,12,Loyal Customers,1
17300,391,2,393.64,2,3,2,7,At Risk,0
17301,21,2,294.39,4,3,2,9,Other,0
17302,15,5,1135.63,5,4,3,12,Loyal Customers,1
17303,361,1,250.04,2,2,1,5,Other,0
17304,534,1,111.5,1,2,1,4,Other,0
17305,649,1,2135.46,1,2,4,7,Other,0
17306,11,21,9782.35,5,5,5,15,Champions,1
17307,395,11,3999.8900000000003,2,5,5,12,At Risk,1
17308,393,2,4511.76,2,3,5,10,At Risk,0
17309,95,3,320.39,3,3,2,8,Other,0
17310,387,2,1025.1,2,3,3,8,At Risk,0
17311,78,6,3566.56,3,4,5,12,Loyal Customers,1
17312,139,3,644.3,3,3,3,9,Other,0
17313,31,1,2328.84,4,2,4,10,High Value Customers,0
17314,25,17,4904.43,4,5,5,14,Champions,1
17315,2,43,9599.58,5,5,5,15,Champions,1
17316,420,1,124.45,1,2,1,4,Other,0
17317,46,3,2600.34,4,3,4,11,High Value Customers,1
17318,725,1,157.32999999999998,1,2,1,4,Other,0
17319,669,1,29.099999999999998,1,2,1,4,Other,0
17320,100,6,2444.85,3,4,4,11,Loyal Customers,1
17321,8,6,1665.21,5,4,4,13,Champions,1
17322,376,5,922.59,2,4,3,9,At Risk,0
17323,15,12,1551.04,5,5,4,14,Champions,1
17324,18,12,2171.07,5,5,4,14,Champions,1
17325,280,3,609.5699999999999,2,3,3,8,At Risk,0
17326,408,2,312.35,2,3,2,7,At Risk,0
17327,410,2,152.35,2,3,1,6,At Risk,0
17328,673,1,104.7,1,2,1,4,Other,0
17329,14,5,998.53,5,4,3,12,Loyal Customers,1
17330,23,4,423.8,4,4,2,10,Loyal Customers,0
17331,124,1,175.2,3,2,1,6,Other,0
17332,528,5,838.27,1,4,3,8,At Risk,0
17333,86,1,494.25,3,2,2,7,Other,0
17334,302,3,635.1500000000001,2,3,3,8,At Risk,0
17335,384,2,497.04,2,3,2,7,At Risk,0
17336,472,1,81.12,1,2,1,4,Other,0
17337,151,4,1981.06,3,4,4,11,Loyal Customers,0
17338,17,17,11889.33,5,5,5,15,Champions,1
17339,94,3,302.36,3,3,2,8,Other,0
17340,30,18,19617.95,4,5,5,14,Champions,1
17341,157,5,1272.21,3,4,4,11,Loyal Customers,0
17342,380,4,1227.54,2,4,4,10,At Risk,0
17343,355,6,1259.94,2,4,4,10,At Risk,0
17344,46,2,457.36,4,3,2,9,Other,0
17345,15,10,1586.63,5,5,4,14,Champions,1
17346,4,26,4998.61,5,5,5,15,Champions,1
17347,86,1,228.96,3,2,1,6,Other,0
17348,15,9,2442.29,5,5,4,14,Champions,1
17349,179,5,772.41,3,4,3,10,Loyal Customers,0
17350,8,7,1893.701,5,4,4,13,Champions,1
17351,36,12,1988.23,4,5,4,13,Champions,1
17352,696,1,36.25,1,2,1,4,Other,0
17353,129,4,3242.0,3,4,5,12,Loyal Customers,1
17354,51,4,3133.96,4,4,5,13,Champions,1
17355,386,1,273.31,2,2,1,5,Other,0
17356,312,5,946.47,2,4,3,9,At Risk,0
17357,24,2,384.39,4,3,2,9,Other,0
17358,303,5,861.01,2,4,3,9,At Risk,0
17359,11,2,284.46,5,3,1,9,Other,0
17360,17,6,1200.51,5,4,3,12,Loyal Customers,1
17361,49,5,871.7900000000001,4,4,3,11,Loyal Customers,1
17362,239,7,1024.04,2,4,3,9,At Risk,0
17363,395,3,920.46,2,3,3,8,At Risk,0
17364,1,28,11972.92,5,5,5,15,Champions,1
17365,13,15,8184.49,5,5,5,15,Champions,1
17366,432,2,1077.24,1,3,3,7,At Risk,0
17367,238,1,167.55,2,2,1,5,Other,0
17368,23,14,2758.29,4,5,4,13,Champions,1
17369,456,1,979.2,1,2,3,6,Other,0
17370,73,4,446.18,3,4,2,9,Loyal Customers,0
17371,17,6,655.37,5,4,3,12,Loyal Customers,1
17372,41,28,4347.31,4,5,5,14,Champions,1
17373,40,7,1167.5,4,4,3,11,Loyal Customers,1
17374,219,3,727.11,2,3,3,8,At Risk,0
17375,199,4,660.55,2,4,3,9,At Risk,0
17376,71,4,453.64,3,4,2,9,Loyal Customers,0
17377,24,78,17644.27,4,5,5,14,Champions,1
17378,374,1,10.95,2,2,1,5,Other,0
17379,11,1,389.71999999999997,5,2,2,9,New / Potential,0
17380,434,3,645.0,1,3,3,7,At Risk,0
17381,9,38,36398.65,5,5,5,15,Champions,1
17382,65,8,902.28,3,5,3,11,Loyal Customers,1
17383,4,2,304.09000000000003,5,3,2,10,Other,0
17384,19,3,507.55,5,3,2,10,Other,0
17385,15,1,256.11,5,2,1,8,New / Potential,0
17386,8,7,2812.77,5,4,4,13,Champions,1
17387,20,2,746.81,4,3,3,10,Other,0
17388,78,11,2675.37,3,5,4,12,Loyal Customers,1
17389,1,61,57215.33,5,5,5,15,Champions,1
17390,421,1,149.3,1,2,1,4,Other,0
17391,164,2,508.8,3,3,2,8,Other,0
17392,307,3,585.92,2,3,2,7,At Risk,0
17393,411,2,381.15000000000003,1,3,2,6,At Risk,0
17394,219,1,203.86999999999998,2,2,1,5,Other,0
17395,508,1,97.5,1,2,1,4,Other,0
17396,39,14,8409.6,4,5,5,14,Champions,1
17397,22,3,1198.28,4,3,3,10,Other,1
17398,115,3,653.38,3,3,3,9,Other,0
17400,126,8,4623.28,3,5,5,13,Loyal Customers,1
17401,541,1,114.85,1,2,1,4,Other,0
17402,5,23,4635.5599999999995,5,5,5,15,Champions,1
17403,36,2,382.87,4,3,2,9,Other,0
17404,4,23,47781.12,5,5,5,15,Champions,1
17405,1,3,1031.41,5,3,3,11,Other,1
17406,333,13,4186.95,2,5,5,12,At Risk,1
17407,412,1,552.9,1,2,2,5,Other,0
17408,163,3,316.09000000000003,3,3,2,8,Other,0
17409,185,10,7793.51,3,5,5,13,Loyal Customers,1
17410,16,5,1214.72,5,4,3,12,Loyal Customers,1
17411,12,5,1425.38,5,4,4,13,Champions,1
17412,3,16,4220.22,5,5,5,15,Champions,1
17413,405,2,560.14,2,3,2,7,At Risk,0
17414,44,6,2249.52,4,4,4,12,Champions,1
17415,80,1,507.84,3,2,2,7,Other,0
17416,30,22,17298.45,4,5,5,14,Champions,1
17417,549,1,164.18,1,2,1,4,Other,0
17418,42,3,670.0600000000001,4,3,3,10,Other,0
17419,11,18,6126.25,5,5,5,15,Champions,1
17420,50,6,953.58,4,4,3,11,Loyal Customers,1
17421,386,3,1059.41,2,3,3,8,At Risk,0
17422,16,11,3594.76,5,5,5,15,Champions,1
17423,46,3,1118.95,4,3,3,10,Other,0
17425,19,2,759.1700000000001,5,3,3,11,Other,0
17426,8,13,8077.77,5,5,5,15,Champions,1
17427,72,1,100.8,3,2,1,6,Other,0
17428,1,45,31466.760000000002,5,5,5,15,Champions,1
17429,128,5,1357.46,3,4,4,11,Loyal Customers,0
17430,33,4,622.57,4,4,3,11,Loyal Customers,0
17431,313,1,403.3,2,2,2,6,Other,0
17432,18,9,1728.99,5,5,4,14,Champions,1
17433,88,2,569.96,3,3,2,8,Other,0
17434,2,7,2373.82,5,4,4,13,Champions,1
17435,411,1,331.35,1,2,2,5,Other,0
17436,2,5,534.0600000000001,5,4,2,11,Loyal Customers,1
17437,530,1,369.68,1,2,2,5,Other,0
17438,254,5,1422.77,2,4,4,10,At Risk,0
17439,656,1,325.74,1,2,2,5,Other,0
17440,157,4,323.58,3,4,2,9,Loyal Customers,0
17441,732,1,293.35,1,2,2,5,Other,0
17442,37,15,4620.3,4,5,5,14,Champions,1
17443,220,1,534.24,2,2,2,6,Other,0
17444,148,3,2940.04,3,3,5,11,High Value Customers,0
17446,177,2,120.89999999999999,3,3,1,7,Other,0
17447,40,2,541.53,4,3,2,9,Other,0
17448,497,46,14523.67,1,5,5,11,At Risk,1
17449,2,13,4868.15,5,5,5,15,Champions,1
17450,8,51,244784.25,5,5,5,15,Champions,1
17451,1,7,1721.4,5,4,4,13,Champions,1
17453,18,2,486.72,5,3,2,10,Other,0
17454,192,10,1547.94,2,5,4,11,At Risk,1
17455,204,1,131.7,2,2,1,5,Other,0
17456,365,2,975.5600000000001,2,3,3,8,At Risk,0
17457,127,14,5984.81,3,5,5,13,Loyal Customers,1
17458,15,2,529.58,5,3,2,10,Other,0
17459,43,2,657.3,4,3,3,10,Other,0
17460,94,16,2157.9700000000003,3,5,4,12,Loyal Customers,1
17461,23,3,735.82,4,3,3,10,Other,0
17462,60,2,675.69,3,3,3,9,Other,0
17463,16,7,2535.26,5,4,4,13,Champions,1
17464,158,3,907.1400000000001,3,3,3,9,Other,0
17465,426,7,2542.79,1,4,4,9,At Risk,1
17466,10,2,763.28,5,3,3,11,Other,1
17467,395,1,102.6,2,2,1,5,Other,0
17468,10,3,194.8,5,3,1,9,Other,0
17469,16,17,5051.25,5,5,5,15,Champions,1
17470,45,11,2626.47,4,5,4,13,Champions,1
17471,475,1,321.65000000000003,1,2,2,5,Other,0
17472,191,4,922.35,2,4,3,9,At Risk,0
17473,409,2,607.0,2,3,2,7,At Risk,0
17474,600,1,1047.0,1,2,3,6,Other,0
17475,79,1,194.37,3,2,1,6,Other,0
17476,396,2,489.86,2,3,2,7,At Risk,0
17477,613,2,1144.3,1,3,3,7,At Risk,0
17478,408,2,1272.8000000000002,2,3,4,9,At Risk,0
17479,633,1,389.26000000000005,1,2,2,5,Other,0
17480,78,2,882.23,3,3,3,9,Other,0
17481,4,4,1255.59,5,4,4,13,Champions,1
17482,487,2,775.64,1,3,3,7,At Risk,0
17483,65,4,591.73,3,4,2,9,Loyal Customers,0
17484,576,2,209.57,1,3,1,5,At Risk,0
17486,261,1,396.87,2,2,2,6,Other,0
17487,728,1,160.55,1,2,1,4,Other,0
17488,641,1,336.5,1,2,2,5,Other,0
17489,59,2,376.64,4,3,2,9,Other,0
17490,1,9,2750.5,5,5,4,14,Champions,1
17491,1,17,5653.67,5,5,5,15,Champions,1
17492,248,3,1122.42,2,3,3,8,At Risk,0
17493,385,1,100.91,2,2,1,5,Other,0
17494,502,1,54.7,1,2,1,4,Other,0
17495,8,3,806.72,5,3,3,11,Other,1
17496,359,4,1412.89,2,4,4,10,At Risk,0
17497,390,2,287.25,2,3,2,7,At Risk,0
17498,76,1,272.21999999999997,3,2,1,6,Other,0
17499,290,2,1341.3899999999999,2,3,4,9,At Risk,0
17500,17,3,1138.0,5,3,3,11,Other,1
17501,221,2,288.6,2,3,2,7,At Risk,0
17502,9,4,689.1,5,4,3,12,Loyal Customers,1
17503,3,2,558.96,5,3,2,10,Other,1
17504,206,18,9490.17,2,5,5,12,At Risk,1
17505,162,5,2435.48,3,4,4,11,Loyal Customers,1
17506,76,1,302.2,3,2,2,7,Other,0
17507,262,2,605.58,2,3,2,7,At Risk,0
17508,281,8,4579.23,2,5,5,12,At Risk,1
17509,58,8,6083.64,4,5,5,14,Champions,1
17510,25,2,514.56,4,3,2,9,Other,0
17511,3,60,172132.87,5,5,5,15,Champions,1
17512,29,18,5467.820000000001,4,5,5,14,Champions,1
17513,72,3,1158.8,3,3,3,9,Other,0
17514,128,2,522.0,3,3,2,8,Other,0
17515,31,9,1602.51,4,5,4,13,Champions,1
17516,15,6,947.5,5,4,3,12,Loyal Customers,1
17517,309,1,153.94,2,2,1,5,Other,0
